name,category,supplier_id,price,product_id,quantity,expiry_date,is_fast_selling,shelf_location_id,image_url
Staedtler (Pencils/Pens) (Pencil Per Pack 12),Stationery,S017,10000,P0332,171,02-07-26,True,SL0332,https://example.com/product_staedtler_(pencils/pens)_(pencil_per_pack_12).png
Staedtler (Pencils/Pens) (Fineliner Per Piece),Stationery,S017,2500,P0333,189,25-04-26,True,SL0333,https://example.com/product_staedtler_(pencils/pens)_(fineliner_per_piece).png
Pritt (Glue Stick) (Small 20G),Stationery,S017,4000,P0334,33,10-09-25,True,SL0334,https://example.com/product_pritt_(glue_stick)_(small_20g).png
Oxford (Notebooks) (A4 Exercise Book),Stationery,S017,5000,P0335,50,24-10-25,True,SL0335,https://example.com/product_oxford_(notebooks)_(a4_exercise_book).png
Casio (Calculators) (Scientific Calculator),Stationery,S017,40000,P0336,27,31-05-26,False,SL0336,https://example.com/product_casio_(calculators)_(scientific_calculator).png
Durable (Files) (Lever Arch File),Stationery,S017,8000,P0337,198,24-01-26,True,SL0337,https://example.com/product_durable_(files)_(lever_arch_file).png
Rotring (Technical Pens - less common) (Technical Pen),Stationery,S017,50000,P0338,105,19-10-25,True,SL0338,https://example.com/product_rotring_(technical_pens_-_less_common)_(technical_pen).png
Paper Mate (Pens) (Ballpoint Pen Per Pack 5),Stationery,S017,3500,P0339,93,12-03-26,False,SL0339,https://example.com/product_paper_mate_(pens)_(ballpoint_pen_per_pack_5).png
Faber-Castell (Pencils/Colours) (Colour Pencils 12),Stationery,S017,15000,P0340,182,17-02-26,False,SL0340,https://example.com/product_faber-castell_(pencils/colours)_(colour_pencils_12).png
Pep (Budget Clothing/Southern Africa) (T Shirt),Clothing,S018,15000,P0341,68,19-11-25,False,SL0341,https://example.com/product_pep_(budget_clothing/southern_africa)_(t_shirt).png
Pep (Budget Clothing/Southern Africa) (Jeans),Clothing,S018,30000,P0342,20,11-11-25,True,SL0342,https://example.com/product_pep_(budget_clothing/southern_africa)_(jeans).png
Ackermans (Budget Clothing) (Childrens Dress),Clothing,S018,20000,P0343,137,01-11-25,True,SL0343,https://example.com/product_ackermans_(budget_clothing)_(childrens_dress).png
Jet (Budget Clothing) (Mens Shirt),Clothing,S018,25000,P0344,45,05-02-26,False,SL0344,https://example.com/product_jet_(budget_clothing)_(mens_shirt).png
Edgars (Mid-range Clothing) (Ladies Blouse),Clothing,S018,50000,P0345,43,13-08-25,True,SL0345,https://example.com/product_edgars_(mid-range_clothing)_(ladies_blouse).png
Mr Price (Fast Fashion) (Fashion Top),Clothing,S018,35000,P0346,159,10-08-25,False,SL0346,https://example.com/product_mr_price_(fast_fashion)_(fashion_top).png
Mr Price (Fast Fashion) (Denim Shorts),Clothing,S018,40000,P0347,44,11-11-25,False,SL0347,https://example.com/product_mr_price_(fast_fashion)_(denim_shorts).png
Truworths (Fashion) (Dress),Clothing,S018,100000,P0348,40,06-08-25,False,SL0348,https://example.com/product_truworths_(fashion)_(dress).png
Local Fashion Brands (Kitenge Dress),Clothing,S018,80000,P0349,162,31-07-25,False,SL0349,https://example.com/product_local_fashion_brands_(kitenge_dress).png
Bata (Shoes) (School Shoes Pair),Footwear,S019,60000,P0350,84,04-11-25,True,SL0350,https://example.com/product_bata_(shoes)_(school_shoes_pair).png
Bata (Shoes) (Sandals Pair),Footwear,S019,30000,P0351,11,22-09-25,False,SL0351,https://example.com/product_bata_(shoes)_(sandals_pair).png
Nike (Sportswear - in larger supermarkets/malls) (Running Shoes Pair),Footwear,S019,300000,P0352,110,21-06-26,True,SL0352,https://example.com/product_nike_(sportswear_-_in_larger_supermarkets/malls)_(running_shoes_pair).png
Adidas (Sportswear) (Sneakers Pair),Footwear,S019,280000,P0353,83,22-06-26,False,SL0353,https://example.com/product_adidas_(sportswear)_(sneakers_pair).png
Puma (Sportswear) (Trainers Pair),Footwear,S019,250000,P0354,119,02-04-26,False,SL0354,https://example.com/product_puma_(sportswear)_(trainers_pair).png
Local Shoe Brands (Leather Sandals Pair),Footwear,S019,40000,P0355,83,13-11-25,False,SL0355,https://example.com/product_local_shoe_brands_(leather_sandals_pair).png
Tekkie Town (Footwear Retailer) (Casual Shoes Pair),Footwear,S019,90000,P0356,139,21-02-26,True,SL0356,https://example.com/product_tekkie_town_(footwear_retailer)_(casual_shoes_pair).png
Panadol (Pain Relief) (Strip 10 Tablets),Health & Wellness,S020,2000,P0357,187,29-04-26,False,SL0357,https://example.com/product_panadol_(pain_relief)_(strip_10_tablets).png
Panadol (Pain Relief) (Pack 20 Tablets),Health & Wellness,S020,4000,P0358,98,23-09-25,False,SL0358,https://example.com/product_panadol_(pain_relief)_(pack_20_tablets).png
Disprin (Pain Relief) (Strip 10 Tablets),Health & Wellness,S020,2500,P0359,88,04-01-26,False,SL0359,https://example.com/product_disprin_(pain_relief)_(strip_10_tablets).png
Strepsils (Sore Throat) (Pack 8 Lozenges),Health & Wellness,S020,5000,P0360,181,20-04-26,True,SL0360,https://example.com/product_strepsils_(sore_throat)_(pack_8_lozenges).png
Myprodol (Pain Relief) (Pack 10 Capsules),Health & Wellness,S020,6000,P0361,98,20-02-26,False,SL0361,https://example.com/product_myprodol_(pain_relief)_(pack_10_capsules).png
Deep Heat (Muscle Rub) (Ointment 100G),Health & Wellness,S020,12000,P0362,183,14-05-26,True,SL0362,https://example.com/product_deep_heat_(muscle_rub)_(ointment_100g).png
Savlon (Antiseptic) (Liquid 125Ml),Health & Wellness,S020,7000,P0363,172,16-05-26,False,SL0363,https://example.com/product_savlon_(antiseptic)_(liquid_125ml).png
Germolene (Antiseptic Cream) (30G),Health & Wellness,S020,8000,P0364,113,14-10-25,True,SL0364,https://example.com/product_germolene_(antiseptic_cream)_(30g).png
Voltarol (Pain Relief Gel) (20G),Health & Wellness,S020,15000,P0365,119,12-05-26,False,SL0365,https://example.com/product_voltarol_(pain_relief_gel)_(20g).png
Centrum (Multivitamins) (Adults 30 Tablets),Health & Wellness,S020,30000,P0366,164,15-01-26,False,SL0366,https://example.com/product_centrum_(multivitamins)_(adults_30_tablets).png
Seven Seas (Cod Liver Oil) (Capsules 60),Health & Wellness,S020,25000,P0367,180,24-03-26,True,SL0367,https://example.com/product_seven_seas_(cod_liver_oil)_(capsules_60).png
Rehidrat (Rehydration Solution) (Sachet),Health & Wellness,S020,3000,P0368,42,02-08-25,True,SL0368,https://example.com/product_rehidrat_(rehydration_solution)_(sachet).png
Vitaforce (Supplements) (Multivitamin 30 Tablets),Health & Wellness,S020,28000,P0369,141,29-01-26,False,SL0369,https://example.com/product_vitaforce_(supplements)_(multivitamin_30_tablets).png
Adcock Ingram (Cough Syrup 100Ml),Health & Wellness,S020,10000,P0370,129,08-02-26,False,SL0370,https://example.com/product_adcock_ingram_(cough_syrup_100ml).png
Golden Penny (Vegetable Oil) (1 Liter),Cooking Oils,S021,8000,P0371,139,13-02-26,True,SL0371,https://example.com/product_golden_penny_(vegetable_oil)_(1_liter).png
Golden Penny (Vegetable Oil) (3 Liter),Cooking Oils,S021,23000,P0372,77,23-01-26,False,SL0372,https://example.com/product_golden_penny_(vegetable_oil)_(3_liter).png
Power Oil (Vegetable Oil) (1 Liter),Cooking Oils,S021,7800,P0373,141,22-10-25,True,SL0373,https://example.com/product_power_oil_(vegetable_oil)_(1_liter).png
Power Oil (Vegetable Oil) (3 Liter),Cooking Oils,S021,22000,P0374,19,04-04-26,False,SL0374,https://example.com/product_power_oil_(vegetable_oil)_(3_liter).png
Sunfoil (Sunflower Oil) (1 Liter),Cooking Oils,S021,8500,P0375,167,11-03-26,False,SL0375,https://example.com/product_sunfoil_(sunflower_oil)_(1_liter).png
Sunfoil (Sunflower Oil) (3 Liter),Cooking Oils,S021,24000,P0376,200,14-08-25,True,SL0376,https://example.com/product_sunfoil_(sunflower_oil)_(3_liter).png
Crisp 'n Dry (Cooking Oil) (1 Liter),Cooking Oils,S021,8200,P0377,111,28-06-26,False,SL0377,https://example.com/product_crisp_'n_dry_(cooking_oil)_(1_liter).png
Mama Gold (Palm Oil/Vegetable Oil) (Palm Oil 1 Liter),Cooking Oils,S021,7000,P0378,59,30-05-26,True,SL0378,https://example.com/product_mama_gold_(palm_oil/vegetable_oil)_(palm_oil_1_liter).png
Mama Gold (Palm Oil/Vegetable Oil) (Vegetable Oil 1 Liter),Cooking Oils,S021,7500,P0379,21,02-03-26,False,SL0379,https://example.com/product_mama_gold_(palm_oil/vegetable_oil)_(vegetable_oil_1_liter).png
Rina (Vegetable Oil) (1 Liter),Cooking Oils,S021,8000,P0380,106,16-06-26,False,SL0380,https://example.com/product_rina_(vegetable_oil)_(1_liter).png
Popco (Cooking Oil) (1 Liter),Cooking Oils,S021,7500,P0381,92,25-08-25,False,SL0381,https://example.com/product_popco_(cooking_oil)_(1_liter).png
Kikuyu (Cooking Oil) (1 Liter),Cooking Oils,S021,7200,P0382,155,08-04-26,False,SL0382,https://example.com/product_kikuyu_(cooking_oil)_(1_liter).png
Pure Bliss (Cooking Oil) (1 Liter),Cooking Oils,S021,7900,P0383,164,29-11-25,False,SL0383,https://example.com/product_pure_bliss_(cooking_oil)_(1_liter).png
Mama Gold (Rice/Beans) (Rice 2Kg),Pulses & Grains,S022,13500,P0384,152,06-07-26,False,SL0384,https://example.com/product_mama_gold_(rice/beans)_(rice_2kg).png
Mama Gold (Rice/Beans) (Beans 1Kg),Pulses & Grains,S022,6000,P0385,102,14-04-26,True,SL0385,https://example.com/product_mama_gold_(rice/beans)_(beans_1kg).png
Tastic (Rice) (2Kg),Pulses & Grains,S022,15000,P0386,62,02-10-25,True,SL0386,https://example.com/product_tastic_(rice)_(2kg).png
Spear (Rice) (2Kg),Pulses & Grains,S022,14000,P0387,11,26-12-25,False,SL0387,https://example.com/product_spear_(rice)_(2kg).png
Capwell Industries (Pulses/Grains) (Lentils 1Kg),Pulses & Grains,S022,7000,P0388,101,26-06-26,False,SL0388,https://example.com/product_capwell_industries_(pulses/grains)_(lentils_1kg).png
Capwell Industries (Pulses/Grains) (Maize Flour 2Kg),Pulses & Grains,S022,9000,P0389,131,18-09-25,False,SL0389,https://example.com/product_capwell_industries_(pulses/grains)_(maize_flour_2kg).png
White Star (Maize Meal) (2.5Kg),Pulses & Grains,S022,12000,P0390,180,03-06-26,True,SL0390,https://example.com/product_white_star_(maize_meal)_(25kg).png
Ace (Maize Meal) (2.5Kg),Pulses & Grains,S022,11500,P0391,56,04-06-26,False,SL0391,https://example.com/product_ace_(maize_meal)_(25kg).png
Onga (Beans) (Beans 500G),Pulses & Grains,S022,3000,P0392,113,29-03-26,True,SL0392,https://example.com/product_onga_(beans)_(beans_500g).png
Dangote (Pasta/Flour) (Pasta 500G),Pulses & Grains,S022,4000,P0393,125,05-12-25,True,SL0393,https://example.com/product_dangote_(pasta/flour)_(pasta_500g).png
Dangote (Pasta/Flour) (Wheat Flour 2Kg),Pulses & Grains,S022,9500,P0394,144,25-08-25,True,SL0394,https://example.com/product_dangote_(pasta/flour)_(wheat_flour_2kg).png
"Cadbury (Chocolates, Chewing Gum) (Dairy Milk 80G)",Confectionery,S008,7000,P0395,27,22-04-26,False,SL0395,"https://example.com/product_cadbury_(chocolates,_chewing_gum)_(dairy_milk_80g).png"
"Cadbury (Chocolates, Chewing Gum) (Choc Eclairs Pack)",Confectionery,S008,5000,P0396,72,15-05-26,True,SL0396,"https://example.com/product_cadbury_(chocolates,_chewing_gum)_(choc_eclairs_pack).png"
"Nestlé (Chocolates, Sweets) (Kitkat Finger)",Confectionery,S008,2500,P0397,133,04-05-26,False,SL0397,"https://example.com/product_nestlé_(chocolates,_sweets)_(kitkat_finger).png"
"Nestlé (Chocolates, Sweets) (Polo Mint Pack)",Confectionery,S008,1500,P0398,18,24-09-25,True,SL0398,"https://example.com/product_nestlé_(chocolates,_sweets)_(polo_mint_pack).png"
Mars (Chocolates) (Snickers Bar),Confectionery,S008,4000,P0399,31,20-10-25,False,SL0399,https://example.com/product_mars_(chocolates)_(snickers_bar).png
Mars (Chocolates) (Mars Bar),Confectionery,S008,4000,P0400,144,25-06-26,False,SL0400,https://example.com/product_mars_(chocolates)_(mars_bar).png
"Beacon (Chocolates, Sweets) (Jellies Packet)",Confectionery,S008,3000,P0401,91,23-11-25,True,SL0401,"https://example.com/product_beacon_(chocolates,_sweets)_(jellies_packet).png"
Tiger Brands (Sweets) (All Sorts Packet),Confectionery,S008,4000,P0402,50,19-12-25,True,SL0402,https://example.com/product_tiger_brands_(sweets)_(all_sorts_packet).png
Mentos (Mints/Chewy Candies) (Roll),Confectionery,S008,2000,P0403,94,13-06-26,True,SL0403,https://example.com/product_mentos_(mints/chewy_candies)_(roll).png
Chappies (Bubble Gum) (Per Piece),Confectionery,S008,200,P0404,17,06-07-26,False,SL0404,https://example.com/product_chappies_(bubble_gum)_(per_piece).png
House of Candy (Various sweets) (Assorted Sweets 100G),Confectionery,S008,5000,P0405,107,27-11-25,False,SL0405,https://example.com/product_house_of_candy_(various_sweets)_(assorted_sweets_100g).png
Haribo (Gummy Candies) (Goldbears 100G),Confectionery,S008,6000,P0406,57,15-11-25,True,SL0406,https://example.com/product_haribo_(gummy_candies)_(goldbears_100g).png
Kinder (Chocolates) (Surprise Egg),Confectionery,S008,8000,P0407,166,21-06-26,False,SL0407,https://example.com/product_kinder_(chocolates)_(surprise_egg).png
Ola (Walls) (Cup 100Ml),Ice Cream,S023,3000,P0408,119,05-12-25,True,SL0408,https://example.com/product_ola_(walls)_(cup_100ml).png
Ola (Walls) (1 Liter Tub),Ice Cream,S023,18000,P0409,139,09-02-26,True,SL0409,https://example.com/product_ola_(walls)_(1_liter_tub).png
Carte D'Or (500Ml Tub),Ice Cream,S023,25000,P0410,31,29-07-25,True,SL0410,https://example.com/product_carte_d'or_(500ml_tub).png
Blue Bunny (1 Pint),Ice Cream,S023,20000,P0411,14,05-02-26,False,SL0411,https://example.com/product_blue_bunny_(1_pint).png
Dairymaid (Cone),Ice Cream,S023,2500,P0412,151,09-01-26,False,SL0412,https://example.com/product_dairymaid_(cone).png
Dairymaid (1 Liter Tub),Ice Cream,S023,16000,P0413,11,05-09-25,True,SL0413,https://example.com/product_dairymaid_(1_liter_tub).png
Lyons Maid  (Cup 100Ml),Ice Cream,S023,2800,P0414,43,25-06-26,False,SL0414,https://example.com/product_lyons_maid__(cup_100ml).png
Fan Ice  (Cup 100Ml),Ice Cream,S023,2000,P0415,98,04-01-26,True,SL0415,https://example.com/product_fan_ice__(cup_100ml).png
Fan Ice  (500Ml Tub),Ice Cream,S023,8000,P0416,145,28-05-26,True,SL0416,https://example.com/product_fan_ice__(500ml_tub).png
Cadbury Ice Cream (Cone),Ice Cream,S023,4000,P0417,31,02-01-26,False,SL0417,https://example.com/product_cadbury_ice_cream_(cone).png
Nestlé Ice Cream (Cone),Ice Cream,S023,3500,P0418,57,23-03-26,False,SL0418,https://example.com/product_nestlé_ice_cream_(cone).png
Igloo (Ice Cream) (1 Liter Tub),Ice Cream,S023,15000,P0419,53,04-08-25,True,SL0419,https://example.com/product_igloo_(ice_cream)_(1_liter_tub).png
Pre-packed jollof rice (Single Serving 250G),Ready-to-Eat Meals,S024,10000,P0420,161,19-05-26,False,SL0420,https://example.com/product_pre-packed_jollof_rice_(single_serving_250g).png
Robertsons (Curry Powder 100G),Spices & Herbs,S025,5000,P0421,109,06-09-25,True,SL0421,https://example.com/product_robertsons_(curry_powder_100g).png
Robertsons (Black Pepper Corns 50G),Spices & Herbs,S025,8000,P0422,125,29-05-26,False,SL0422,https://example.com/product_robertsons_(black_pepper_corns_50g).png
Knorr (Stock Cubes/Seasoning) (Stock Cubes Pack),Spices & Herbs,S025,3200,P0423,137,07-07-26,False,SL0423,https://example.com/product_knorr_(stock_cubes/seasoning)_(stock_cubes_pack).png
Knorr (Stock Cubes/Seasoning) (Aromat Seasoning 90G),Spices & Herbs,S025,7000,P0424,88,23-03-26,False,SL0424,https://example.com/product_knorr_(stock_cubes/seasoning)_(aromat_seasoning_90g).png
Maggi (Stock Cubes/Seasoning) (Stock Cubes Pack),Spices & Herbs,S025,3000,P0425,46,01-07-26,False,SL0425,https://example.com/product_maggi_(stock_cubes/seasoning)_(stock_cubes_pack).png
Maggi (Stock Cubes/Seasoning) (Seasoning Liquid 200Ml),Spices & Herbs,S025,8000,P0426,81,16-09-25,False,SL0426,https://example.com/product_maggi_(stock_cubes/seasoning)_(seasoning_liquid_200ml).png
Onga (Seasoning) (Sachet),Spices & Herbs,S025,500,P0427,121,06-10-25,False,SL0427,https://example.com/product_onga_(seasoning)_(sachet).png
Dillicious (Spices) (Garlic Powder 50G),Spices & Herbs,S025,4000,P0428,199,04-04-26,False,SL0428,https://example.com/product_dillicious_(spices)_(garlic_powder_50g).png
National (Spices) (Biryani Mix 50G),Spices & Herbs,S025,3500,P0429,16,10-02-26,False,SL0429,https://example.com/product_national_(spices)_(biryani_mix_50g).png
Mama Africa (Spices) (Chilli Powder 50G),Spices & Herbs,S025,3000,P0430,187,07-01-26,False,SL0430,https://example.com/product_mama_africa_(spices)_(chilli_powder_50g).png
Valpre (500Ml),Water,S026,2000,P0431,87,08-06-26,True,SL0431,https://example.com/product_valpre_(500ml).png
Valpre (1.5 Liter),Water,S026,3500,P0432,72,25-08-25,False,SL0432,https://example.com/product_valpre_(15_liter).png
Bonaqua (500Ml),Water,S026,1800,P0433,153,11-01-26,False,SL0433,https://example.com/product_bonaqua_(500ml).png
Bonaqua (1.5 Liter),Water,S026,3200,P0434,64,17-02-26,False,SL0434,https://example.com/product_bonaqua_(15_liter).png
Dasani (500Ml),Water,S026,2000,P0435,78,13-01-26,False,SL0435,https://example.com/product_dasani_(500ml).png
Dasani (1.5 Liter),Water,S026,3500,P0436,48,18-03-26,False,SL0436,https://example.com/product_dasani_(15_liter).png
Aquafina (500Ml),Water,S026,2000,P0437,180,12-12-25,False,SL0437,https://example.com/product_aquafina_(500ml).png
Aquafina (1.5 Liter),Water,S026,3500,P0438,168,19-11-25,False,SL0438,https://example.com/product_aquafina_(15_liter).png
Highland Water (500Ml),Water,S026,1500,P0439,41,30-10-25,True,SL0439,https://example.com/product_highland_water_(500ml).png
Highland Water (1.5 Liter),Water,S026,2800,P0440,31,24-07-25,False,SL0440,https://example.com/product_highland_water_(15_liter).png
Nestlé Pure Life (500Ml),Water,S026,2200,P0441,56,04-05-26,True,SL0441,https://example.com/product_nestlé_pure_life_(500ml).png
Nestlé Pure Life (1.5 Liter),Water,S026,3800,P0442,146,06-05-26,False,SL0442,https://example.com/product_nestlé_pure_life_(15_liter).png
Source du Pays (Cameroon) (1.5 Liter),Water,S026,3000,P0443,192,02-08-25,True,SL0443,https://example.com/product_source_du_pays_(cameroon)_(15_liter).png
Springbok Water (1.5 Liter),Water,S026,2700,P0444,106,28-05-26,False,SL0444,https://example.com/product_springbok_water_(15_liter).png
Cool Drop  (500Ml),Water,S026,1500,P0445,148,27-03-26,False,SL0445,https://example.com/product_cool_drop__(500ml).png
Eva Water  (1.5 Liter),Water,S026,3000,P0446,194,01-04-26,False,SL0446,https://example.com/product_eva_water__(15_liter).png
Chi Water  (1.5 Liter),Water,S026,3100,P0447,83,24-05-26,True,SL0447,https://example.com/product_chi_water__(15_liter).png
Keringet  (1.5 Liter),Water,S026,3300,P0448,12,13-03-26,False,SL0448,https://example.com/product_keringet__(15_liter).png
Mount Everest  (1.5 Liter),Water,S026,2900,P0449,76,01-06-26,False,SL0449,https://example.com/product_mount_everest__(15_liter).png
Minute Maid (1 Liter),Juices,S027,9000,P0450,19,27-07-25,True,SL0450,https://example.com/product_minute_maid_(1_liter).png
Minute Maid (300Ml),Juices,S027,3000,P0451,154,24-12-25,False,SL0451,https://example.com/product_minute_maid_(300ml).png
Chivita  (1 Liter),Juices,S027,8500,P0452,30,25-06-26,False,SL0452,https://example.com/product_chivita__(1_liter).png
Chivita  (200Ml),Juices,S027,2500,P0453,111,30-03-26,False,SL0453,https://example.com/product_chivita__(200ml).png
Fruity Time  (1 Liter),Juices,S027,7500,P0454,104,08-10-25,False,SL0454,https://example.com/product_fruity_time__(1_liter).png
Ceres (1 Liter),Juices,S027,12000,P0455,168,30-10-25,False,SL0455,https://example.com/product_ceres_(1_liter).png
Liqui-Fruit (1 Liter),Juices,S027,11000,P0456,11,21-12-25,False,SL0456,https://example.com/product_liqui-fruit_(1_liter).png
Tropika (500Ml),Juices,S027,4000,P0457,133,06-12-25,True,SL0457,https://example.com/product_tropika_(500ml).png
Del Monte (Imported/Local Packing) (Pineapple Juice 1 Liter),Juices,S027,9500,P0458,200,25-12-25,True,SL0458,https://example.com/product_del_monte_(imported/local_packing)_(pineapple_juice_1_liter).png
Fresh Life (East Africa) (1 Liter),Juices,S027,8000,P0459,98,22-02-26,False,SL0459,https://example.com/product_fresh_life_(east_africa)_(1_liter).png
Coca-Cola (Juice) (Minute Maid 1 Liter),Juices,S027,9000,P0460,197,26-08-25,False,SL0460,https://example.com/product_coca-cola_(juice)_(minute_maid_1_liter).png
Happy Hour  (1 Liter),Juices,S027,7800,P0461,71,24-12-25,False,SL0461,https://example.com/product_happy_hour__(1_liter).png
Lipton (Tea) (Yellow Label 100 Bags),Tea & Coffee,S028,15000,P0462,200,19-01-26,True,SL0462,https://example.com/product_lipton_(tea)_(yellow_label_100_bags).png
Lipton (Tea) (Green Tea 25 Bags),Tea & Coffee,S028,8000,P0463,76,18-02-26,True,SL0463,https://example.com/product_lipton_(tea)_(green_tea_25_bags).png
Nestlé Nescafé (Coffee) (Classic 100G),Tea & Coffee,S028,20000,P0464,49,24-03-26,True,SL0464,https://example.com/product_nestlé_nescafé_(coffee)_(classic_100g).png
Nestlé Nescafé (Coffee) (3 In 1 Sachet Pack),Tea & Coffee,S028,10000,P0465,151,06-10-25,True,SL0465,https://example.com/product_nestlé_nescafé_(coffee)_(3_in_1_sachet_pack).png
Douwe Egberts (Coffee) (Pure Indulgence 200G),Tea & Coffee,S028,35000,P0466,192,09-02-26,True,SL0466,https://example.com/product_douwe_egberts_(coffee)_(pure_indulgence_200g).png
Five Roses (Tea) (100 Bags),Tea & Coffee,S028,14000,P0467,189,14-01-26,True,SL0467,https://example.com/product_five_roses_(tea)_(100_bags).png
"Rooibos Tea (Various South African Brands e.g., Five Roses, Freshpak) (Freshpak 80 Bags)",Tea & Coffee,S028,12000,P0468,78,21-11-25,True,SL0468,"https://example.com/product_rooibos_tea_(various_south_african_brands_eg,_five_roses,_freshpak)_(freshpak_80_bags).png"
Ketepa (Tea - Kenya) (Fahari Ya Kenya 100 Bags),Tea & Coffee,S028,10000,P0469,125,03-03-26,False,SL0469,https://example.com/product_ketepa_(tea_-_kenya)_(fahari_ya_kenya_100_bags).png
Rwanda Mountain Tea (Black Tea 100G),Tea & Coffee,S028,8000,P0470,91,28-05-26,False,SL0470,https://example.com/product_rwanda_mountain_tea_(black_tea_100g).png
Afri-Café  (Instant Coffee 50G),Tea & Coffee,S028,9000,P0471,161,18-11-25,True,SL0471,https://example.com/product_afri-café__(instant_coffee_50g).png
"Tazo (Tea, in some high-end stores) (Green Tea 16 Bags)",Tea & Coffee,S028,15000,P0472,185,01-02-26,False,SL0472,"https://example.com/product_tazo_(tea,_in_some_high-end_stores)_(green_tea_16_bags).png"
PG Tips (Tea) (80 Tea Bags),Tea & Coffee,S028,13000,P0473,151,07-07-26,True,SL0473,https://example.com/product_pg_tips_(tea)_(80_tea_bags).png
Brooke Bond (Tea) (Red Label 100 Bags),Tea & Coffee,S028,12000,P0474,132,05-08-25,True,SL0474,https://example.com/product_brooke_bond_(tea)_(red_label_100_bags).png
Magnum (Coffee) (Instant Coffee 100G),Tea & Coffee,S028,18000,P0475,29,30-04-26,True,SL0475,https://example.com/product_magnum_(coffee)_(instant_coffee_100g).png
"Sunlight (Dishwashing Liquid, Laundry Bar) (Dishwashing Liquid 400Ml)",Cleaning Products,S029,6000,P0476,57,05-01-26,True,SL0476,"https://example.com/product_sunlight_(dishwashing_liquid,_laundry_bar)_(dishwashing_liquid_400ml).png"
"Sunlight (Dishwashing Liquid, Laundry Bar) (Laundry Bar 200G)",Cleaning Products,S029,3000,P0477,67,27-09-25,False,SL0477,"https://example.com/product_sunlight_(dishwashing_liquid,_laundry_bar)_(laundry_bar_200g).png"
OMO (Laundry Powder) (1Kg),Cleaning Products,S029,12000,P0478,60,08-08-25,False,SL0478,https://example.com/product_omo_(laundry_powder)_(1kg).png
Ariel (Laundry Powder) (1Kg),Cleaning Products,S029,13000,P0479,176,28-07-25,True,SL0479,https://example.com/product_ariel_(laundry_powder)_(1kg).png
Surf (Laundry Powder) (1Kg),Cleaning Products,S029,11000,P0480,123,16-05-26,False,SL0480,https://example.com/product_surf_(laundry_powder)_(1kg).png
Jik (Bleach) (750Ml),Cleaning Products,S029,5000,P0481,72,02-12-25,True,SL0481,https://example.com/product_jik_(bleach)_(750ml).png
Harpic (Toilet Cleaner) (750Ml),Cleaning Products,S029,9000,P0482,104,17-11-25,False,SL0482,https://example.com/product_harpic_(toilet_cleaner)_(750ml).png
Mr Muscle (Multi-surface cleaner) (500Ml),Cleaning Products,S029,8000,P0483,29,19-02-26,False,SL0483,https://example.com/product_mr_muscle_(multi-surface_cleaner)_(500ml).png
Dettol (Disinfectant) (Liquid 500Ml),Cleaning Products,S029,15000,P0484,172,16-06-26,True,SL0484,https://example.com/product_dettol_(disinfectant)_(liquid_500ml).png
Kiwi (Floor Polish) (Black Liquid 200Ml),Cleaning Products,S029,7000,P0485,167,30-06-26,False,SL0485,https://example.com/product_kiwi_(floor_polish)_(black_liquid_200ml).png
Pledge (Furniture Polish) (250Ml),Cleaning Products,S029,10000,P0486,92,04-06-26,False,SL0486,https://example.com/product_pledge_(furniture_polish)_(250ml).png
Sta-Soft (Fabric Softener) (500Ml),Cleaning Products,S029,7000,P0487,144,14-12-25,False,SL0487,https://example.com/product_sta-soft_(fabric_softener)_(500ml).png
Comfort (Fabric Softener) (500Ml),Cleaning Products,S029,7500,P0488,114,22-12-25,True,SL0488,https://example.com/product_comfort_(fabric_softener)_(500ml).png
Brite (Detergent) (500G),Cleaning Products,S029,6000,P0489,192,10-01-26,True,SL0489,https://example.com/product_brite_(detergent)_(500g).png
Kik (Detergent) (500G),Cleaning Products,S029,5500,P0490,194,31-10-25,True,SL0490,https://example.com/product_kik_(detergent)_(500g).png
Hypo (Bleach) (750Ml),Cleaning Products,S029,4500,P0491,196,21-04-26,False,SL0491,https://example.com/product_hypo_(bleach)_(750ml).png
Duracell (Batteries) (Aa Pack 4),Batteries & Lighting,S030,12000,P0492,144,18-11-25,True,SL0492,https://example.com/product_duracell_(batteries)_(aa_pack_4).png
Duracell (Batteries) (Aaa Pack 4),Batteries & Lighting,S030,10000,P0493,27,17-11-25,False,SL0493,https://example.com/product_duracell_(batteries)_(aaa_pack_4).png
Energizer (Batteries) (Aa Pack 4),Batteries & Lighting,S030,11000,P0494,22,04-12-25,True,SL0494,https://example.com/product_energizer_(batteries)_(aa_pack_4).png
Energizer (Batteries) (Aaa Pack 4),Batteries & Lighting,S030,9500,P0495,135,21-02-26,False,SL0495,https://example.com/product_energizer_(batteries)_(aaa_pack_4).png
"Eveready (Batteries, Torches) (Aa Pack 4)",Batteries & Lighting,S030,8000,P0496,184,17-04-26,False,SL0496,"https://example.com/product_eveready_(batteries,_torches)_(aa_pack_4).png"
"Eveready (Batteries, Torches) (Torch Small)",Batteries & Lighting,S030,15000,P0497,192,18-07-25,True,SL0497,"https://example.com/product_eveready_(batteries,_torches)_(torch_small).png"
Philips (Light Bulbs) (Led Bulb 9W),Batteries & Lighting,S030,8000,P0498,68,02-11-25,True,SL0498,https://example.com/product_philips_(light_bulbs)_(led_bulb_9w).png
